관리청명,적설취약구간명,시점 위도,시점 경도,종점 위도,종점 경도,도로분류명,도로취약유형명,총도로길이_km
서울특별시 성동구,한림말3길,37.5412316,127.0158694,37.5439676,127.0156204,구도,급경사,0.2
서울특별시 강남구,남부순환로,37.4852713,127.0417614,37.4901675,127.0531799,시도,기타,1.4
서울특별시 성동구,왕십리로31길,37.5622049,127.0270149,37.5627206,127.0272079,구도,급경사,0.08
서울특별시 용산구,보광로,37.5303556,126.9968558,37.5342838,126.9935297,구도,고갯길,0.57
서울특별시 용산구,신흥로,37.5458541,126.9854967,37.5463279,126.9850263,구도,고갯길,0.06
충청남도 논산시,시의국도23호,36.2044506,127.0779881,36.2081863,127.0747298,위임국도,교량,0.5
충청남도 논산시,덕지육교,36.2097047,127.1008883,36.2105387,127.0981341,시도,고가도로,0.24
충청남도 논산시,부창육교,36.1979949,127.0829857,36.2017194,127.0801844,시도,고가도로,0.5
서울특별시 용산구,새창로,37.5371093,126.9538449,37.5396325,126.9568748,구도,고갯길,0.06
대전광역시 중구,복수로,36.2745102,127.3769643,36.2714056,127.3790569,지방도,고갯길,0.4
대구광역시 동구,갓바위로,35.9585321,128.7102574,35.9683404,128.7237556,특별시도·광역시도,고갯길,2.1
서울특별시 강남구,밤고개로,37.4918263,127.0977945,37.4853782,127.1041166,시도,기타,0.7
인천광역시 강화군 도로과,진고개,37.7440172,126.4609271,37.7501362,126.4693914,군도,고갯길,0.5
서울특별시 도로사업소 남부도로사업소,서초대로,37.488127,126.9932148,37.4853949,126.9822187,시도,고갯길,1
서울특별시 동대문구 건설교통국 도로과,전농동 42-4,37.5780665,127.0622163,37.5784097,127.0650517,구도,급경사,0.45
서울특별시 강남구,언주로,37.4882638,127.0488547,37.4811605,127.0533402,시도,기타,0.86
서울특별시 강북구,방학로,37.6628793,127.012744,37.6623276,127.0169265,구도,고갯길,1
충청북도 괴산군,군도15호선,36.89236,127.8127375,36.9169854,127.8215235,군도,기타,3
인천광역시 강화군 도로과,목비고개,37.6708589,126.4888407,37.6679237,126.4909049,군도,급커브,1.5
인천광역시 강화군 도로과,장화고개,37.6202657,126.3811328,37.6228781,126.3806728,군도,고갯길,0.5
인천광역시 강화군 도로과,곤능고개,37.6964554,126.4208691,37.6982766,126.4282834,군도,고갯길,0.4
인천광역시 강화군 도로과,고인돌 앞,37.7727355,126.4235986,37.7728769,126.4343912,군도,급커브,0.5
인천광역시 강화군 도로과,장곶돈대,37.6306621,126.3763107,37.6353219,126.3752565,군도,고갯길,2
서울특별시 강남구,영동대로,37.4960376,127.0707519,37.4960376,127.0707519,시도,기타,0.3
서울특별시 성동구,금호산15길,37.5533166,127.017552,37.5536742,127.018993,구도,급경사,0.13
울산광역시 북구,구국도 31호선,35.578215,129.37849,35.5913133,129.4267215,일반국도,고갯길,6
서울특별시,청파로,37.5447108,126.9707941,37.544709,126.9717749,시도,지하차도,0.1
인천광역시 강화군 도로과,해안순환도로,37.709232,126.5144059,37.7015865,126.5228142,군도,기타,1
인천광역시 강화군 도로과,교동대교,37.7869071,126.3574966,37.7930131,126.3249504,지방도,교량,3.5
인천광역시 강화군 도로과,한가라지고개,37.7041786,126.3006992,37.6921943,126.3002463,군도,고갯길,0.5
인천광역시 강화군 도로과,보릿고개,37.6484979,126.4449027,37.649176,126.4409879,군도,고갯길,0.5
인천광역시 강화군 도로과,능안고개,37.667757,126.4180637,37.6740983,126.4147434,군도,고갯길,0.6
서울특별시 강북구,솔매로,37.6234368,127.0151912,37.6250261,127.0175737,구도,고갯길,0.35
서울특별시 노원구,공릉로42길,37.6243986,127.0822274,37.6255911,127.0857723,구도,급경사,0.35
서울특별시,만리재로,37.5518247,126.9630823,37.5550199,126.9684024,시도,고갯길,0.6
인천광역시 강화군 도로과,외포고개,37.7028907,126.3808455,37.7142745,126.3910026,군도,고갯길,1
인천광역시 강화군 도로과,대문리 고개,37.7244878,126.4812063,37.7172061,126.4716408,군도,고갯길,1
서울특별시 서초구,명달로,37.4778674,127.0068105,37.4824828,127.0046228,구도,고갯길,0.4
서울특별시 도로사업소 남부도로사업소,서초중앙로,37.4825278,127.0180091,37.4866435,127.0153515,시도,고갯길,0.5
서울특별시 강남구,논현로,37.5074822,127.0334245,37.5192146,127.0278996,시도,기타,1.4
서울특별시 강남구,광평로,37.4832554,127.0893644,37.4840109,127.0942829,시도,기타,0.5
인천광역시 남동구,만부로7번길,37.4656583,126.7377382,37.4663316,126.7382887,구도,급경사,0.1
서울특별시 동대문구 건설교통국 도로과,약령시로3길,37.5843492,127.0314062,37.5840389,127.0319045,구도,급경사,0.06
서울특별시,백범로,37.5395131,126.9611158,37.5407721,126.9571748,시도,고갯길,0.55
서울특별시 용산구,효창원로,37.5357736,126.9552663,37.5365582,126.9566545,구도,고갯길,0.15
인천광역시 강화군 도로과,광성보 입구,37.6635133,126.5275032,37.6629807,126.5255415,군도,급커브,0.1
인천광역시 강화군 도로과,고비고개,37.7375611,126.4533971,37.7366917,126.4489538,군도,고갯길,0.5
인천광역시 강화군 도로과,덕하고개,37.7918445,126.4126816,37.783299,126.401923,군도,고갯길,1
인천광역시 강화군 도로과,미구지고개,37.7435805,126.3873104,37.7362043,126.3887376,군도,고갯길,1
서울특별시 강남구,테헤란로,37.5030545,127.0431222,37.5102322,127.066792,시도,기타,2.3
충청남도 천안시,백석3로,36.8226609,127.125008,36.8205257,127.1230461,지방도,기타,0.4
충청남도 천안시,천안천공원3길,36.7992732,127.1466169,36.7989459,127.1470422,지방도,기타,0.2
충청남도 천안시,쌍용3길,36.8042062,127.1191295,36.8014868,127.1185775,지방도,기타,0.3
충청남도 천안시,유량로,36.8131136,127.1829939,36.8098215,127.1831686,지방도,기타,2
충청북도 괴산군,농어촌도로21호선,36.8706063,127.6983002,36.8702145,127.7098856,농어촌도로,기타,1
충청북도 괴산군,농어촌도로204호선,36.6627566,127.7545694,36.6725489,127.7563025,농어촌도로,기타,1
충청남도 천안시,위례성로,36.8886085,127.2663912,36.8833786,127.2714762,지방도,기타,2
충청남도 서산시,칠전1교차로,36.6733087,126.3888464,36.6675757,126.3874048,지방도,고갯길,2
충청남도 천안시,도장로,36.7517315,127.189229,36.7513321,127.1949787,지방도,기타,0.4
서울특별시 성동구,독서당로39길,37.5407046,127.0097778,37.54073,127.0108547,구도,급경사,0.15
인천광역시 남동구,만부로4번길,37.4663076,126.7389934,37.46687,126.7395049,구도,급경사,0.1
충청남도 천안시,쌍용11길,36.8019866,127.1237884,36.8006565,127.1234753,지방도,기타,0.5
충청남도 부여군,면도102,36.1860613,126.6981035,36.1899781,126.6950537,농어촌도로,고갯길,0.5
충청남도 천안시,백석로,36.8247273,127.1559478,36.8248889,127.1500918,지방도,기타,1
충청남도 천안시,덕전1길,36.802564,127.201873,36.807175,127.2119548,지방도,기타,1
충청남도 천안시,두정동 1802,36.8389408,127.1463157,36.8389748,127.1382327,지방도,기타,0.6
부산광역시 해운대구,재반로,35.2047334,129.1262027,35.2004569,129.1319363,지방도,고갯길,0.8
경기도 시흥시,시도9호선,37.4346771,126.8071465,37.4362683,126.8079099,시도,교차로,0.3
경기도 시흥시,시도42호선,37.4071933,126.7890635,37.406603,126.7898724,시도,교차로,0.7
경기도 시흥시,시도10호선,37.4287229,126.7722774,37.4287991,126.7755736,시도,고갯길,6
경기도 시흥시,시도4호선,37.4535999,126.8248665,37.4542532,126.8305049,시도,고갯길,1.1
경기도 포천시,360호선,37.8076856,127.1201702,37.8075676,127.1201167,지방도,고갯길,2.6
경기도 시흥시,시도9호선,37.4610277,126.8017662,37.4577961,126.8005331,시도,교차로,0.2
경기도 시흥시,시도9호선,37.449628,126.8102465,37.4505822,126.8114262,시도,교차로,0.4
충청북도 영동군 건설교통과,군도5호선,36.1704077,127.9162414,36.2070818,127.876826,군도,고갯길,5
충청북도 괴산군,농어촌도로101호선,36.808484,127.7646425,36.8175662,127.7708024,군도,기타,1
충청북도 괴산군,군도6호선,36.7663283,127.6263837,36.7696323,127.6387257,군도,기타,0.7
경기도 안성시,국지도82호선,37.0426794,127.4178768,37.0311187,127.4394499,지방도,고갯길,2.3
서울특별시 성동구,독서당로55길,37.5504316,127.0265625,37.5482644,127.0271013,구도,급경사,0.32
경상북도 포항시 북구,도시계획도로,36.0721286,129.3796978,36.070402,129.379753,시도,고갯길,0.5
부산광역시 해운대구,재송2로,35.1931596,129.1295187,35.1906405,129.1349062,지방도,급경사,0.8
경상북도 포항시 북구,도시계획도로,36.0580947,129.3700354,36.0613503,129.3703813,시도,고갯길,0.4
충청남도 천안시,삼성5길,36.7605457,127.178782,36.7605254,127.1748457,지방도,기타,1
서울특별시 성동구,행당로,37.5557914,127.0234375,37.554742,127.0202236,시도,급경사,0.8
충청북도 보은군 건설과,군도8호선(산대재),36.5541725,127.7311179,36.5663958,127.7232014,군도,상습정체,1
서울특별시 동대문구 건설교통국 도로과,답십리동294-129~483-1,37.5690484,127.0536397,37.5704269,127.0518255,구도,급경사,0.24
경상북도 포항시 북구,31번 국도,36.0453158,129.34358,36.0382963,129.3576667,위임국도,고갯길,1.5
충청북도 영동군 건설교통과,군도20호선,36.239632,128.0124763,36.2667305,127.9964304,군도,고갯길,4
충청북도 괴산군,농어촌도로203호선,36.8055485,128.025016,36.8139473,128.0261927,농어촌도로,기타,2.1
충청남도 천안시,충무로,36.8061395,127.1643276,36.7913026,127.1647755,지방도,기타,1
충청남도 천안시,삼성대로,36.8381574,127.1596283,36.831639,127.1616881,지방도,기타,1
충청남도 천안시,충무로,36.7917534,127.1255076,36.7931999,127.1252387,지방도,기타,0.1
경상북도 포항시 남구,대1-3,36.0169856,129.3412193,36.0119793,129.3420481,시도,고갯길,0.78
충청남도 천안시,성정13길,36.8160121,127.1398168,36.8138189,127.1398216,지방도,기타,0.1
대구공공시설관리공단,각산지하차도,35.8766006,128.7140002,35.8772265,128.7140149,특별시도·광역시도,지하차도,0.05
충청남도 천안시,유량로,36.8114759,127.1837948,36.8012649,127.1907428,지방도,기타,2
경기도 시흥시,시도8호선 ,37.3660075,126.7404625,37.3663878,126.7399246,시도,지하차도,0.15
경기도 시흥시,시도9호선,37.4148451,126.8048912,37.4141084,126.8047872,시도,교차로,0.3
경상북도 포항시 북구,이면도로,36.0533493,129.3741134,36.0539039,129.3742769,시도,기타,0.04
충청남도 천안시,백석1길,36.820583,127.1214962,36.816978,127.1168588,지방도,기타,0.3
충청남도 천안시,일봉로,36.7934493,127.1324503,36.791804,127.136061,지방도,기타,1
충청남도 천안시,차령고개로,36.6577642,127.1276711,36.6551533,127.1264917,지방도,기타,2
서울특별시 성동구,행당로,37.5554969,127.0252325,37.5543956,127.0269224,구도,급경사,0.2
충청남도 천안시,번영로,36.8615004,127.1475214,36.8599216,127.1439362,지방도,기타,0.7
충청남도 천안시,봉명로,36.8072581,127.1344164,36.8068454,127.1398246,지방도,기타,1
충청남도 홍성군,군도2호,36.5003587,126.6619345,36.4985571,126.6640337,군도,급경사,0.3
서울특별시 성동구,매봉길,37.5460127,127.011785,37.5460127,127.011785,구도,급경사,0.27
경상남도 창원시 마산합포구,고운로,35.1938693,128.5617068,35.1899712,128.5584593,시도,상습정체,0.5
충청남도 천안시,성정6길,36.8160403,127.1398044,36.813801,127.1398269,지방도,기타,0.2
울산광역시 남구,중앙로,35.5298131,129.3162749,35.5258741,129.3177896,시도,고갯길,0.5
충청남도 천안시,검은들로,36.8124819,127.109082,36.8113453,127.1145259,지방도,기타,0.7
충청남도 천안시,호서대길,36.8260993,127.1874299,36.824501,127.1881515,지방도,기타,0.7
충청남도 천안시,충무로,36.7922289,127.1217497,36.7915776,127.1237021,지방도,기타,0.4
충청남도 천안시,대흥로,36.8046171,127.146522,36.8037057,127.146166,지방도,기타,1
경상북도 포항시 남구,도시계획도로,35.9845073,129.3381061,35.9792442,129.3348848,시도,고갯길,0.8
경상북도 포항시 북구,도시계획도로,36.0326189,129.3570803,36.0430263,129.359375,시도,고가도로,1.4
충청북도 옥천군,도농-대안,36.3638436,127.7056283,36.3563937,127.7159713,군도,급커브,2
경상북도 포항시 남구,세계원재(장승백이),35.9545828,129.43469,35.9516351,129.440064,지방도,고갯길,1
전북특별자치도 고창군,나성로/선운대로,35.4628466,126.5108271,35.4628466,126.5108271,군도,교차로,1
충청남도 천안시,쌍용3길,36.8038962,127.1212578,36.8014271,127.1213105,지방도,기타,0.1
서울특별시 동대문구 건설교통국 도로과,이문동264-377~264-355,37.5989142,127.0539793,37.5989923,127.0547775,구도,급경사,0.1
충청남도 천안시,다가말2길,36.7977628,127.1385642,36.796856,127.1385168,지방도,기타,0.2
충청남도 천안시,다가말1길,36.7978032,127.1370504,36.79704,127.1370467,지방도,기타,0.2
경상북도 포항시 남구,도시계획도,36.0251672,129.3378258,36.0269386,129.3273801,시도,고갯길,1.1
충청북도 보은군 건설과,군도18호선(변둔재),36.3890083,127.8140453,36.3946014,127.8656807,군도,상습정체,1
충청북도 보은군 건설과,군도8호선(적음재),36.5679795,127.671819,36.5747387,127.6684872,군도,상습정체,1
충청남도 홍성군,군도7호,36.5569267,126.5416191,36.5629208,126.5452694,군도,급경사,0.5
충청남도 홍성군,군도3호,36.5700688,126.7036397,36.572639,126.7078888,군도,급경사,0.5
경상북도 포항시 남구,도시계획도,36.0115999,129.3311747,36.0107424,129.3277884,시도,고갯길,0.66
서울특별시 성동구,무학봉길,37.5607769,127.0239828,37.5607769,127.0239828,구도,급경사,0.27
서울특별시 동대문구 도시건설국 도로과,천장산로,37.6010459,127.0574868,37.5986914,127.0580303,구도,급경사,0.06
충청남도 홍성군,군도15호,36.5932429,126.4637138,36.5926193,126.4615195,군도,급경사,0.2
충청남도 홍성군,군도23호,36.5742429,126.593978,36.5742429,126.593978,군도,급경사,0.7
충청남도 홍성군,군도21호,36.6214691,126.6629252,36.6266483,126.6646249,군도,급경사,0.6
충청남도 홍성군,군도19호,36.5878265,126.7583583,36.5856713,126.7603977,군도,급경사,0.2
충청남도 홍성군,군도23호,36.5633525,126.5862089,36.5742429,126.593978,군도,급경사,1.5
충청남도 홍성군,군도5호,36.6099966,126.6370916,36.6174096,126.6321833,군도,급경사,1.2
충청남도 서산시,양길리고개(지방도634호),36.8258762,126.3703001,36.8236386,126.3792353,지방도,고갯길,2
충청남도 부여군,군도 20호,36.2633113,126.7926532,1,1,군도,고갯길,1
서울특별시 도로사업소 성동도로사업소 도로보수과,동부간선도로,37.5447364,127.0319822,37.5452239,127.0321154,특별시도·광역시도,램프,0.4
서울특별시 도로사업소 성동도로사업소 도로보수과,천호대로,37.5465712,127.1001814,37.5485416,127.0946068,특별시도·광역시도,지하차도,0.61
제주특별자치도 제주시,이면도로,33.5056983,126.4686716,33.5056983,126.4686716,지방도,기타,1
충청남도 부여군,군도17호,36.2051967,126.8024149,36.1866604,126.8113817,군도,고갯길,2
부산광역시 남구,이면도로,35.1378855,129.0698608,35.1372909,129.0693906,지방도,급경사,0.05
부산광역시 남구,마을안길,35.1395821,129.0731515,35.13962,129.0737736,지방도,급경사,0.04
부산광역시 남구,마을안길,35.1392928,129.0749958,35.138929,129.075042,지방도,급경사,0.06
제주특별자치도 제주시,마을안길,33.4928945,126.4621843,33.4928945,126.4621843,지방도,기타,1
충청남도 논산시,시도2,36.1950003,127.1293626,36.1951214,127.1262216,시도,교량,0.2
부산광역시 남구,마을안길,35.1357069,129.0768154,35.1356813,129.0762213,지방도,급경사,0.1
부산광역시 남구,이면도로 ,35.1281657,129.0874582,35.1280627,129.0875796,지방도,급경사,0.07
인천광역시 남동구,만부로,37.4658949,126.7391548,37.4670947,126.7397539,구도,급경사,0.3
제주특별자치도 제주시,이면도로,33.4781862,126.4377738,33.4781862,126.4377738,지방도,기타,1
부산광역시 남구,이면도로,35.1413235,129.0710718,35.1412195,129.0698719,지방도,급경사,0.08
인천광역시 미추홀구,인하로,37.4478053,126.6804288,37.4463525,126.6933624,시도,고가도로,1.2
부산광역시 남구,이면도로,35.1380873,129.0702606,35.1384493,129.0695189,지방도,급경사,0.05
인천광역시 미추홀구,인주대로,37.4561601,126.6552369,37.4539642,126.6621676,시도,지하차도,0.4
부산광역시 남구,이면도로,35.1386043,129.067939,35.1381012,129.0691496,지방도,급경사,0.11
충청남도 부여군,군도14호,36.2247886,126.7635066,36.2311726,126.7676405,군도,고갯길,1
서울특별시 동대문구 도시건설국 도로과,이문로42길,37.6009245,127.0622474,37.6008662,127.0665168,구도,급경사,0.06
인천광역시 남동구,만수서로83번길,37.4647022,126.7278307,37.4621621,126.7348829,구도,급경사,1.1
서울특별시 성북구,솔샘로,37.6168383,127.0036433,37.619135,127.005925,구도,고갯길,0.31
인천광역시 미추홀구,경원대로,37.4637003,126.6898404,37.4656882,126.6899376,시도,급경사,0.4
인천광역시 남동구,만부로3번길,37.4655696,126.7381721,37.4661456,126.7385688,구도,급경사,0.9
강원특별자치도 도로관리사업소 도로보수과,국도56호선,37.8717638,127.8366435,37.8658317,127.841785,위임국도,고갯길,1.6
서울특별시 노원구,석게로15길,37.6229823,127.0608007,37.6215587,127.0611789,구도,급경사,3.9
인천광역시 미추홀구,미추홀대로,37.4478053,126.6804288,37.4371308,126.6762865,시도,급경사,1.2
강원특별자치도 춘천시,새미고개,37.9804485,127.7247504,37.9690314,127.7348359,지방도,고갯길,2.8
충청남도 논산시,국도23,36.205057,127.0759285,36.205057,127.0759285,일반국도,교량,0.21
충청남도 논산시,국도23,36.2092087,127.0811956,36.2112118,127.0794701,일반국도,교량,0.5
강원특별자치도 삼척시,군도9호선,37.3875528,129.1495474,37.3883346,129.1492375,군도,급경사,0.25
강원특별자치도 춘천시,배후령고개,37.9591334,127.7792739,37.9938939,127.7907698,군도,고갯길,2
인천광역시 미추홀구,경원대로,37.4501456,126.6898076,37.4362428,126.6964304,시도,급경사,1.9
인천광역시 미추홀구,염전로,37.4716856,126.6725246,37.4710727,126.6759096,시도,고가도로,0.3
인천광역시 미추홀구,주안로,37.4636964,126.687138,37.463392,126.6929258,시도,지하차도,0.4
충청남도 부여군,군도4호,36.2296863,126.7246777,36.2367805,126.7239157,군도,고갯길,1
서울특별시 도로사업소 성동도로사업소 도로보수과,강변북로,37.5409345,127.0361627,37.5396892,127.0351791,특별시도·광역시도,램프,0.9
강원특별자치도 태백시,414지방도,37.1234,128.8991,37.1299,128.8983,일반국도,고갯길,5.4
강원특별자치도 춘천시,군도18호선,37.979456,127.866592,37.975574,127.85478,군도,고갯길,2
충청남도 논산시,시도12,36.1651862,127.2050792,36.1653412,127.2051025,시도,교량,0.18
강원특별자치도 태백시,38번국도,37.2164,128.9874,37.2063,128.9413,일반국도,고갯길,16.2
강원특별자치도 태백시,31번국도,37.1232,128.8991,37.1232,128.8991,일반국도,고갯길,22.5
강원특별자치도 춘천시,군도10호선,37.911125,127.980048,37.913704,127.965533,군도,고갯길,1.9
강원특별자치도 춘천시,군도3호선,37.764754,127.642181,37.759148,127.645389,군도,고갯길,1
강원특별자치도 춘천시,군도3호선,37.759148,127.645389,37.750703,127.652595,군도,고갯길,1
강원특별자치도 도로관리사업소 도로보수과,지방도451호,37.8191064,128.1755979,37.8215564,128.1627678,지방도,고갯길,2
강원특별자치도 도로관리사업소 도로보수과,지방도408호,37.8342377,128.0987605,37.8514719,128.1030123,지방도,고갯길,2.5
강원특별자치도 도로관리사업소 도로보수과,지방도451호,37.8093784,128.0131384,37.8029508,128.029504,지방도,고갯길,1.7
강원특별자치도 도로관리사업소 도로보수과,지방도451호,37.803293,128.0046434,37.8093213,128.013138,지방도,고갯길,2
강원특별자치도 도로관리사업소 도로보수과,지방도406호,37.6649619,128.0502039,37.6609749,128.0618438,지방도,고갯길,1.6
강원특별자치도 도로관리사업소 도로보수과,국지도86호,37.6641644,127.5543879,37.6662098,127.5625679,지방도,고갯길,1.8
강원특별자치도 도로관리사업소 도로보수과,국지도86호,37.6750739,127.6078074,37.6833892,127.6251098,지방도,기타,2.7
강원특별자치도 영월군,농어촌도로102호,37.2115297,128.4987455,37.2106719,128.5023734,농어촌도로,고갯길,2
강원특별자치도 도로관리사업소 도로보수과,국도19호,37.5167772,128.0317814,37.5323504,128.0564339,위임국도,고갯길,3.2
서울특별시 성동구,독서당로46길,37.5477874,127.0231568,37.5467128,127.0230386,구도,급경사,0.16
인천광역시 남동구,만수서로105번길,37.461317,126.7377411,37.4630614,126.7395349,구도,급경사,0.3
강원특별자치도 양양군,양양군군도1호선,38.1575688,128.5821924,38.1547978,128.5933627,군도,고갯길,3
부산광역시 남구,이면도로,35.1208384,129.115967,35.1205486,129.1160032,지방도,급경사,0.02
강원특별자치도 평창군,군도3호선,37.4263407,128.4208896,37.4122284,128.4173231,군도,고갯길,1.5
전라남도 신안군 지도읍,군도24호선,35.0971239,126.1750207,35.0991623,126.1662204,군도,고갯길,1.3
강원특별자치도 도로관리사업소 강릉지소,국지도56호선,38.214908,128.4549922,38.2059303,128.5089238,지방도,기타,7
강원특별자치도 도로관리사업소 강릉지소,지방도418호선,37.9924374,128.4926329,37.9823815,128.5282815,지방도,기타,7
부산광역시 남구,이면도로,35.1283138,129.0863412,35.1283712,129.0866339,지방도,급경사,0.07
강원특별자치도 도로관리사업소 강릉지소,지방도446호선,37.9402027,128.0938989,37.9209099,128.1298692,지방도,기타,5
부산광역시 남구,이면도로,35.1237007,129.0890638,35.1225333,129.0914213,지방도,급경사,0.34
전라북도 무주군,군도5호,36.0113456,127.6539644,36.0113456,127.6539644,지방도,급경사,0.3
부산광역시 남구,이면도로,35.1386428,129.0710489,35.1387693,129.0697975,지방도,급경사,0.11
전라북도 무주군,군도3호,35.9807683,127.6141681,35.9800729,127.6133359,지방도,급경사,0.3
서울특별시 도로사업소 성동도로사업소 도로보수과,강변북로,37.5352211,127.0594446,37.5327616,127.0609488,특별시도·광역시도,램프,1.3
전라북도 부안군 건설교통과,운호재,35.5902883,126.5724185,35.5877156,126.5467442,일반국도,램프,3
전라북도 김제시,712호,35.7316488,127.0433954,35.7369102,127.046459,지방도,산악지대,1.5
전라북도 김제시,712호,35.7359672,126.9877125,35.7344914,126.9873608,지방도,교량,0.1
부산광역시 남구,이면도로,35.1302924,129.0866395,35.1306721,129.0862106,지방도,급경사,0.1
부산광역시 남구,이면도로,35.1264277,129.0875708,35.126687,129.0874359,지방도,급경사,0.12
충청남도 부여군,군도 14호,36.2280323,126.7439556,36.2295132,126.7267627,농어촌도로,고갯길,1.5
부산광역시 사상구,엄궁롯데캐슬 진입로,35.1286343,128.9713561,1,1,일반국도,고갯길,0.6
서울특별시 성북구,성북로,37.5901114,127.0063917,37.5893825,127.0054318,구도,고갯길,0.15
강원특별자치도 도로관리사업소 도로보수과,지방도424호,37.5572043,128.3964635,1,1,지방도,기타,0.9
부산광역시 남구,이면도로,35.1380149,129.0738242,35.1395019,129.0735366,지방도,급경사,0.08
서울특별시 성북구,길음로,37.6104927,127.0151321,37.6108219,127.0180705,구도,고갯길,0.25
부산광역시 남구,이면도로 ,35.1166889,129.0854825,35.1169414,129.0858623,지방도,급경사,0.3
제주특별자치도 제주시,마을안길,33.3582093,126.2973541,33.3582093,126.2973541,지방도,기타,1
제주특별자치도 제주시,이면도로,33.484938,126.4248576,33.484938,126.4248576,지방도,기타,1
부산광역시 남구,이면도로,35.1260357,129.0912749,35.126343,129.0910911,지방도,급커브,0.1
충청북도 증평군 건설교통과,군도1호선,36.7450806,127.6346514,36.7454334,127.6363813,군도,고갯길,0.3
대구광역시 동구,파계로,35.979111,128.6337172,35.990018,128.6366582,특별시도·광역시도,고갯길,1.3
충청남도 천안시,삼성대로,36.8388696,127.1499592,36.8392164,127.1555982,지방도,기타,0.8
충청남도 천안시,삼방로,36.8439071,127.2452517,36.8444697,127.2484194,지방도,기타,0.7
충청남도 천안시,해수길,36.6593739,127.0178586,36.6690584,127.0264794,지방도,기타,2
서울특별시 성북구,동소문로,37.5958069,127.0213557,37.5963598,127.0214167,구도,고갯길,0.08
충청북도 증평군 건설교통과,군도2호선,36.7992873,127.5993586,36.796554,127.6045297,군도,고갯길,0.6
제주특별자치도 제주시,마을안길,33.3599693,126.2994458,33.3590084,126.2968588,지방도,기타,0.5
충청북도 증평군 건설교통과,군도1호선,36.7164028,127.6380483,36.7100098,127.6313898,군도,고갯길,1.2
강원특별자치도 영월군,군도15,37.1502234,128.8719874,37.1372617,128.8756804,군도,고갯길,2
충청남도 천안시,서부대로,36.7950129,127.1266805,36.7980817,127.1260945,지방도,기타,0.7
충청남도 천안시,천안여상로,36.8043312,127.1349187,36.8041908,127.1360122,지방도,기타,1
제주특별자치도 제주시,마을안길,33.4322526,126.4277326,33.4313169,126.4250756,지방도,기타,0.3
충청남도 천안시,삼성대로,36.8393233,127.1224671,36.8353428,127.1171509,지방도,기타,0.9
부산광역시 사하구,대티로,35.1034872,129.0005374,35.106939,129.007962,지방도,고갯길,1
제주특별자치도 제주시,마을안길,33.4326494,126.4280821,33.4330801,126.4343326,지방도,기타,0.6
제주특별자치도 제주시,마을안길,33.3981482,126.3570673,33.3981482,126.3570673,지방도,기타,1
경상북도 포항시 북구,도시계획도로,36.0672738,129.3876518,36.0687896,129.3935212,시도,고갯길,0.7
충청남도 천안시,삼성대로,36.8381156,127.1597265,36.8315961,127.1617393,지방도,기타,1
강원특별자치도 영월군,농어촌도로302호,37.1289638,128.5767319,37.1241054,128.5880365,농어촌도로,고갯길,2
경상북도 포항시 북구,국지도 20호선,36.0753996,129.3962734,36.0766812,129.3966138,지방도,고갯길,0.3
서울특별시 성북구,오패산로,37.6087978,127.0383143,37.6081384,127.036075,구도,고갯길,0.32
경상남도 창원시 마산회원구,대로1류 29,35.2521156,128.5130085,35.2558361,128.5136833,시도,지하차도,0.2
전라남도 신안군,면도 101번,34.8541913,126.3403915,34.8570875,126.3414003,농어촌도로,급경사,0.29
서울특별시 도로사업소 성동도로사업소 도로보수과,논현로,37.5245657,127.0284045,37.5280122,127.0277678,특별시도·광역시도,고가도로,0.8
서울특별시 성북구,장위로,37.6127347,127.0376027,37.6143178,127.0400768,구도,고갯길,0.28
경상북도 포항시 남구 송도동,이면도로,36.0342696,129.3715421,36.0344333,129.3724976,시도,기타,0.3
충청남도 서산시,마룡리고개,36.6569395,126.3921671,36.6587934,126.3968554,지방도,고갯길,2
제주특별자치도 제주시,마을안길,33.4966843,126.4666311,33.4966843,126.4666311,지방도,기타,1
서울특별시 성북구,오패산로,37.6124348,127.0374657,37.6115612,127.0381436,구도,고갯길,0.15
경상남도 창원시 마산회원구,대로1류(9),35.2296751,128.5724947,35.2275493,128.5762754,시도,지하차도,0.4
경상남도 창원시 마산회원구,성암로,35.2369303,128.5594634,35.2478925,128.5870813,시도,기타,3.2
충청북도 증평군 건설교통과,군도7호선,36.834407,127.5976348,36.837906,127.5935475,군도,고갯길,1.4
충청북도 괴산군,군도20호선,36.7878014,127.9148906,36.7984027,127.9186824,군도,기타,1
전라남도 신안군,리도 214번,34.823406,126.349194,34.8249822,126.3423216,농어촌도로,급경사,0.72
강원특별자치도 도로관리사업소 북부지소,지방도463호,38.1667957,127.3971594,38.1708509,127.3888856,지방도,고갯길,1
충청남도 서산시 건설도시국 도로과,읍내현대아파트-호수공원사거리,36.7759365,126.4480528,36.7784722,126.4512045,시도,급경사,1.5
경기도 안산시,동산로,37.3186544,126.808655,37.3143789,126.8006435,시도,고갯길,0.91
경상남도 거제시,시도8호선,34.8366652,128.6804361,34.8355347,128.6576644,시도,고갯길,3
경상남도 도로관리사업소,지방도1018호선,34.7646625,128.6144266,34.7571196,128.6121658,지방도,급경사,1.5
충청북도 괴산군,군도13호선,36.6660242,127.7843416,36.6591543,127.7833677,군도,기타,0.4
국토교통부 부산지방국토관리청 진주국토관리사무소,국도3호,35.2826369,127.9910262,35.2859462,127.9907605,일반국도,기타,0.4
